Writer	Rate	Date	Contents
nondisjunction repasts	5	October 15, 2020	I would play it every day!
Vas Lambrou	3	October 15, 2020	This would be a great game unfortunately there is no way to interact with the Devs. The amount of Racist and Homophomic insults in Global Chat is insane and you have no way of reporting these players.
ineluctability superaddition	5	October 15, 2020	The game is challenging and the plot is not bad.
Trevor Hewitt	5	October 15, 2020	I like this game but I can't wait to get in to real battles
cardiopuncture vinospiflication	5	October 15, 2020	Great
Joseph Leyk	1	October 16, 2020	"Another generic ""build a base, build some infrastructure"" oh wait, you gotta come back in 30 minutes so you can keep playing. I mean it's a good way to try to prevent people from being on thier phones for extended periods of time... But overall mobile platform games are sub par. Also the game is just too cartoonish. If you're going to make a WWII themed game at least have if somewhat historically accurate and show some emotional depth and poetic darkness to the world."
Abdullahi Osman	5	October 16, 2020	Enjoying so far. Great community base. You don't have to pay to win (so far). But I suspect the enjoyment factor will go down once it gains popularity.
the dutch	5	October 16, 2020	Yes what a game.. easy to get used to and no need to spend money if you don't want to.. plenty of people online.. and plenty of troops and missions to play.. campaign gets harder in time.. just upgrade and be patient...
Kestutis K.	1	October 16, 2020	Vertical screen in the strategy??? Sorry but no..
Dan G	1	October 16, 2020	It's not a strategy game at all. Just another rubbish game you just gave to endlessly keep clicking buttons
peter robinson	5	October 16, 2020	Great fun to play
Rose Eninew	5	October 16, 2020	This is a very good game
Shang Yi Chua	1	October 16, 2020	Not good
Ziyad Zaki	5	October 16, 2020	Lets play
Greg Mills	5	October 16, 2020	The game play is great, although I would like to see production times reduced especially on concrete, also a base shield would be great if possible like a 12hr shield, to protect base if player is going to be away for awhile. Apart from that fantastic game.
B0gfish	1	October 17, 2020	Totally worthless copy paste p2w whale game. Nothing new uninstalled.
Craig Paynter	1	October 17, 2020	Poor service when there is a problem nobody responds for weeks on end dont pay money on this game you dont get anything for it
jamie o'hare	1	October 17, 2020	Game is not to bad but defo not what is advertised, hate false advertising they lie to you before you Evan get the game stupid I wanted to play what was averted not this boring game
simone nicholson	5	October 17, 2020	Good
MoonBeam	5	October 17, 2020	Excellent work... perfect game...I like this situation and I will be there at house and
Gamal Hate	3	October 17, 2020	It looked like a good game at first then i noticed a 30 days speed up for science. I looked around the net and this is one of those game that has research lasting for months. I really hope im wrong but i doubt that. 3 stars cause its still fun
Ching Hwa Liew	3	October 17, 2020	The graphics are improved and the gameplay is great but after I completed chapter 13 there no more chapters left
Mohd Khairudin	5	October 17, 2020	Is best-!!!!you should downloaddd-!!!!
lukas rynkiewicz	1	October 17, 2020	Terrible. Just mindless clicking
Cal T	3	October 17, 2020	Game was enjoyable through the 1st chapter but once that first chapter is complete, the game goes very basic and no story, I also have the constant problem logging in, have been playing the game for a while and it is fun, but the constant inaccessibility is kind of annoying.
Chris Godfrey	1	October 17, 2020	So boring
Jon Cawte	1	October 17, 2020	Won't load properly, uninstalled/reinstalled it a couple of times and still zilch
Kyle Lane	2	October 17, 2020	The game its self is quite enjoyable its a shame tour community is extremely toxic
MARK JONES	5	October 17, 2020	Excellent strategy game for the whole family
hunters gamingadventures	5	October 18, 2020	Mint game
Lolly King	5	October 18, 2020	Very fun
Ko Ko	5	October 18, 2020	hivbk
Ashley-John Thompson	1	October 18, 2020	bad
Matthew Wayling	1	October 18, 2020	"Do not play this game. Take a stand against the false advertising and fake 5 star reviews. There should be regulations in place to stop this behaviour. The adverts are nothing like the game. And you can see the 5 star fake reviews a mile off. They're all one sentence ""wow looks great. Many details."" just with different wording. DEVELOPERS! LEARN TO BE HONEST IN YOUR ADVERTISING AND STOP OFFERING INCENTIVES FOR FAKE 5 STAR REVIEWS. YOU'RE PART OF THE REASON MOBILE GAMING IS SO BAD."
Simon Young	2	October 18, 2020	What is this game I can't even get to the actual game I'm just stuck on the main page!
John paul young	3	October 18, 2020	Good game needs all of the bugs sorted though and there is plenty of them!! GET IT SORTED!!
Edwin Isurita	5	October 18, 2020	Masaya kahit walang load
Aiman Hakim	5	October 18, 2020	Pretty good
gair talboys	3	October 18, 2020	Very basic, graphics are not even remotely close to the advert and it does get extremely boring very quickly.
Lieutenant Taylor	1	October 19, 2020	Game not supported on this device. Try another device. Great answer but how am I meaning to do that when I only have one device. Every other game works perfectly apart from warpath. So much for a interesting game that doesnt even flipping work but yet still installs on your device. Anyone with a Samsung J6+ stay clear and save your time.
lqbt krkuo	5	October 19, 2020	Fun and eye-pleasing.
Максим Вадимович Елена Марченко	5	October 19, 2020	The game is fun to play, very good
Nikita Ale	1	October 19, 2020	I don't LIKE game only ad
Nixaliz Mackill	5	October 19, 2020	Let's looking forward to this game.
Oatha Stobie	5	October 19, 2020	Love it!
mohamadali laughnan	5	October 19, 2020	A fun little game to play with my buddies.
Andrew Sayer	1	October 19, 2020	Tried downloading to an android tablet only to find that rather than have an incompatibility notice flash up telling me so it waited for me to waste time downloading and installing it . considering my tablet is only 6 months old i fi d that a little hard to believe
Sophie Mcgall	5	October 19, 2020	Great effort from the developing team. Nice job!
dbq xgbztl	5	October 19, 2020	I haven’t played such a fun game for a long time~
rivolver ocelot	3	October 19, 2020	Nothing to do....great game but it's only campaign and roaming the map. No events or other game modes.
mrvwok dchqv	5	October 20, 2020	a lot of cool levels
opoub dbsfh	5	October 20, 2020	Very interesting, I can't stop playing.
The Rustich	5	October 20, 2020	Super realistic and fun!
Jayden Evans	4	October 20, 2020	Strategic
DAN SAM	5	October 20, 2020	Super fun game! Just needs a few little touch ups and refinements.
nehji phdeqn	5	October 20, 2020	Come and join my union!
Teerra Pilgram	5	October 20, 2020	The style of painting looks refined
Darren P	1	October 20, 2020	Awful, nothing like the video advert shown on YouTube.
Danny Carter	1	October 20, 2020	Trash
pobhzf yne	5	October 20, 2020	Like this game, it's so much fun!
itianna doniso	5	October 20, 2020	Some of the battle scenes are really realistic!
tgsfqd iwi	5	October 20, 2020	The game is fun and easy to get started
dfz iyzzpb	5	October 20, 2020	Simple to get started, send a short break
Delquan Fidock	5	October 20, 2020	this game was incredibly fun!
dwlxgz diu	5	October 20, 2020	The most addictive game in the world.
Shawki Mcgairl	5	October 20, 2020	So addictive lol
Naresh Gopalkrishnan	1	October 20, 2020	It crashes my phone when I tried to open the app.. It happened twice, my phone restarted again and again.. Very disappointed 😕
Ivan Rauch	1	October 21, 2020	Boring game
Antony Pitt	1	October 21, 2020	To the developers...are you so shameless to the fact that the adverts to your games use stolen voice assets from Command and Conquer Red Alert 2? You think because the game is old we wont notice? And also you have used the GDI logo from the Original Command and Conquer in your clearly fake game footage? I wont believe the well its advertisers who make the demos we dont have anything to do with it. You are paying them you are in charge unless you deliberetly told them to make fake gameplay
Yousif Youkhana	5	October 21, 2020	Everyone has their taste in gaming, not everyone is down for this game unless you really like full strategic game like this. Other than that the game has minor glitches nothing major where you're going to quit. Pay to win thats optional in this game as every other game. But it does not force you to upgrade next or do whatever.. with real money. Great game in my opinion.
G	3	October 21, 2020	Do you like easy games like Farmville? Do not play this. Good tactical controls, good overall strategic planning required. Change the file select to sort newest to oldest, not the other way. Allow us to set any given folder as the default screenshot selection folder. Better group selection would be useful, being able to save preset groups even more so. 4 stars if you fix the group selection issue 5 stars if you make the ability to gain gold cards possible
Keith Clarke	4	October 21, 2020	The game itself is ok but when you see the adverts it shows something different from the game I understand the structure of the game , run around collecting materials and shoot get very boring also waiting time to get get energy all down to money again
Mark Smith	3	October 21, 2020	The advertising for this game is very misleading.
Charles parker	5	October 21, 2020	l need to be working on war
Gabriel Zabas	5	October 21, 2020	This game is very different to other games I don't play that much mobile games but this one is a great game
David Skinner	1	October 22, 2020	Full of idiots and babbling kids
Fernando Pernica	1	October 22, 2020	Couldn't even open it...loads and then stays in screen a while. If I touch the screen, the game closes.
Matt Keating	1	October 22, 2020	Why even bother making ads if it doesn't depict a single aspect of your game?
Lior Abel	3	October 22, 2020	"If this were the first of its kind and I weren't utterly sick of ""attack other players' bases"" games, it might have been fun. But it's far from first. In fact, it's nothing more than a reskin of a million others just like it. Hard pass."
my Mcintyre	5	October 22, 2020	The game is grate it is enjoyable and In all really good
HOGZ_reptic _	5	October 22, 2020	Amazing game love to play it all the time
HASSAN DRAGA	2	October 22, 2020	unfortunately, I uninstall this game after spending 1h in the tutorial.. it's seem will never finish and no way to stop. also this game didn't support auto rotate screen. but I like the graphics.
